Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time20-Aug-2015,06:10:34.439,5566 7FFF, E,78,12-Aug-2015,11:46:28.516
20-Aug-2015,06:10:35.417,66AD B4CC, E,68,12-Aug-2015,11:46:28.516
20-Aug-2015,06:10:53.732,7FFF C000, E,79,12-Aug-2015,11:46:28.516
20-Aug-2015,06:10:54.711,66AD B4CC, E,79,12-Aug-2015,11:46:28.516
20-Aug-2015,06:11:12.831,7FFF E000, E,8A,12-Aug-2015,11:46:28.516
20-Aug-2015,06:11:13.810,66AD B6CC, E,CC,12-Aug-2015,11:46:28.516
20-Aug-2015,06:11:31.737,7FFF C000, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:11:32.715,66AD B4CC, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:11:50.449,7FFF E000, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:11:51.428,66AD B4CC, E,79,12-Aug-2015,11:46:28.516
20-Aug-2015,06:12:08.967,7FFF E000, E,7A,12-Aug-2015,11:46:28.516
20-Aug-2015,06:12:09.946,66AD B4CC, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:12:27.291,7FFF 8000, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:12:28.270,66AD B4CC, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:12:45.358,7FFF E000, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:12:46.337,66AD B4CC, E,89,12-Aug-2015,11:46:28.516
20-Aug-2015,06:13:03.230,7FFF E000, E,8A,12-Aug-2015,11:46:28.516
20-Aug-2015,06:13:04.209,66AD B4CC, E,79,12-Aug-2015,11:46:28.516
20-Aug-2015,06:13:20.845,7FFF E000, E,79,12-Aug-2015,11:46:28.516
20-Aug-2015,06:13:21.824,66AD B4CC, E,89,12-Aug-2015,11:46:28.516
20-Aug-2015,06:13:38.140,7FFF F000, E,89,12-Aug-2015,11:46:28.516
20-Aug-2015,06:13:39.119,66AD B4CC, E,78,12-Aug-2015,11:46:28.516
20-Aug-2015,06:13:55.243,7FFF F000, E,89,12-Aug-2015,11:46:28.516
20-Aug-2015,06:13:56.222,66AD B4CC, E,78,12-Aug-2015,11:46:28.516
20-Aug-2015,06:14:12.089,7FFF F000, E,8A,12-Aug-2015,11:46:28.516
20-Aug-2015,06:14:13.068,66AD B4CC, E,89,12-Aug-2015,11:46:28.516
20-Aug-2015,06:14:28.742,7FFF F800, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:14:29.720,66AD B4CC, E,69,12-Aug-2015,11:46:28.516
20-Aug-2015,06:14:45.203,7FFF F800, E,6A,12-Aug-2015,11:46:28.516
20-Aug-2015,06:14:46.217,66AD B4CC, E,89,12-Aug-2015,11:46:28.516
20-Aug-2015,06:15:01.469,7FFF F800, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:15:02.448,66AD B4CC, E,78,12-Aug-2015,11:46:28.516
20-Aug-2015,06:15:17.607,7FFF F800, E,8A,12-Aug-2015,11:46:28.516
20-Aug-2015,06:15:18.586,66AD B4CC, E,89,12-Aug-2015,11:46:28.516
20-Aug-2015,06:15:33.617,7FFF F800, E,6A,12-Aug-2015,11:46:28.516
20-Aug-2015,06:15:34.596,66AD B4CC, E,98,12-Aug-2015,11:46:28.516
20-Aug-2015,06:15:49.435,67FF FE00, E,8A,12-Aug-2015,11:46:28.516
20-Aug-2015,06:15:50.414,66AD B4CC, E,79,12-Aug-2015,11:46:28.516
20-Aug-2015,06:16:05.125,7FFF FC00, E,8A,12-Aug-2015,11:46:28.516
20-Aug-2015,06:16:06.103,66AD B4CC, E,79,12-Aug-2015,11:46:28.516
20-Aug-2015,06:16:20.686,67FF FE00, E,8A,12-Aug-2015,11:46:28.516
20-Aug-2015,06:16:21.664,66AD B4CC, E,78,12-Aug-2015,11:46:28.516
20-Aug-2015,06:16:35.797,67FF FE00, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:16:36.776,66AD B4CC, E,79,12-Aug-2015,11:46:28.516
20-Aug-2015,06:16:50.717,67FF FC00, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:16:51.696,66AD B4CC, E,79,12-Aug-2015,11:46:28.516
20-Aug-2015,06:17:05.700,67FF FE00, E,88,12-Aug-2015,11:46:28.516
20-Aug-2015,06:17:06.679,66AD B4CC, E,78,12-Aug-2015,11:46:28.516
20-Aug-2015,06:17:20.554,67FF FF00, E,89,12-Aug-2015,11:46:28.516
20-Aug-2015,06:17:21.533,66AD B4CC, E,89,12-Aug-2015,11:46:28.516
20-Aug-2015,06:17:35.279,67FF FF00, E,79,12-Aug-2015,11:46:28.516
20-Aug-2015,06:17:36.258,66AD B4CC, E,98,12-Aug-2015,11:46:28.516
