Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
06-Aug-2015,07:53:59.986,3B6F FD9F,55,6E,06-Aug-2015,07:53:59.512
06-Aug-2015,07:54:05.066,D1D9 9323,A3,3F,06-Aug-2015,07:53:59.512
06-Aug-2015,07:54:06.307,1C80 0000,C4,C3,06-Aug-2015,07:53:59.512
06-Aug-2015,07:54:51.850,66CC FFFF,CA,D4,06-Aug-2015,07:53:59.512
06-Aug-2015,07:54:52.829,334B 4B34,E7,8B,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:19.874,334B 4B34,E8,90,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:33.189,3C00 0000,C4,C3,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:34.195,66CC D2AD,C8,CE,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:35.514,7FFF C000,C7,D8,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:36.494,334B 4B34,E8,8D,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:37.472,334B 4B34,E8,8A,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:38.448,334B 4B34,E8,8C,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:49.101,334F FFFF,E7,A3,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:50.082,334B 4B34,E8,91,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:51.060,334B 4B34,E9,90,06-Aug-2015,07:53:59.512
06-Aug-2015,07:55:52.036,334B 4B34,E8,8B,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:02.375,334B FFFF,E8,A7,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:03.355,334B 4B34,E9,8D,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:04.369,334B 4B34,E9,8E,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:05.310,334B 4B34,E8,95,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:15.836,334F FFFF,E7,A9,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:16.816,334B 4B34,E8,87,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:17.795,334B 4B34,E8,8F,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:18.771,334B 4B34,E8,8C,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:19.935,334B FFFF,E9,A6,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:20.939,5546 434B,C4,E0,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:29.610,5566 4B4B,C7,E6,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:30.591,334B 4B34,E8,8E,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:31.570,334B 4B34,E8,8B,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:32.547,334B 4B34,E8,91,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:41.194,334B 4BFF,E7,96,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:42.198,5566 4B4A,C4,DD,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:43.821,5566 4B4B,C6,D7,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:44.801,334B 4B34,E8,94,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:45.780,334B 4B34,E9,90,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:46.756,334B 4B34,E8,91,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:55.932,334F FFFF,E7,AF,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:56.401,5566 4B4B,C7,D1,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:56.937,334B 4B34,E8,87,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:57.381,5566 4B4B,C6,DA,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:58.359,334B 4B34,E8,92,06-Aug-2015,07:53:59.512
06-Aug-2015,07:56:59.336,334B 4B34,E7,86,06-Aug-2015,07:53:59.512
06-Aug-2015,07:57:07.043,334B 8000,E8,89,06-Aug-2015,07:53:59.512
06-Aug-2015,07:57:09.051,5566 4B4B,C4,CF,06-Aug-2015,07:53:59.512
06-Aug-2015,07:57:13.359,5566 4BC0,C7,CF,06-Aug-2015,07:53:59.512
06-Aug-2015,07:57:14.339,334B 4B34,E8,8E,06-Aug-2015,07:53:59.512
06-Aug-2015,07:57:15.317,334B 4B34,E8,8C,06-Aug-2015,07:53:59.512
06-Aug-2015,07:57:16.294,334B 4B34,E8,8C,06-Aug-2015,07:53:59.512
06-Aug-2015,07:57:29.004,33C0 0000,E8,87,06-Aug-2015,07:53:59.512
06-Aug-2015,07:57:29.985,334B 4B34,E9,88,06-Aug-2015,07:53:59.512
