
$SESSION,1,V,07-Oct-2015,10:55:03.111,ASL/16/3938*09
07-Oct-2015,10:55:03.791,þ€3B6F FD9D 556A
08-Oct-2015,09:43:57.444,þÀD5D9 9723 A23F
08-Oct-2015,16:27:16.255,þ€66CC AAAA CBB4
09-Oct-2015,11:54:06.374,þÀ66CC AAAA C6D3
09-Oct-2015,11:54:46.252,þ€66CC A800 C8C0
09-Oct-2015,12:18:13.125,þÀ6000 0000 CA98
10-Oct-2015,08:22:34.073,þ€66CC AAAA C7CF
10-Oct-2015,08:25:42.987,þÀ66CC A000 C8A1
10-Oct-2015,08:25:46.961,þ€66CC AAAA C8C6
10-Oct-2015,08:26:35.332,þÀ66C8 A0AA C4F3
10-Oct-2015,08:26:47.250,þ€66CC AAAA C4E3
10-Oct-2015,08:26:49.234,þÀ66CC AAAA CAB8
10-Oct-2015,09:06:01.295,þ€66CC AAA8 CAB8
10-Oct-2015,09:06:03.281,þÀ66CC AAAA CD97
10-Oct-2015,09:06:05.268,þ€66CC AAAA CF95
10-Oct-2015,09:06:07.255,þÀ66CC AAAA CF91
10-Oct-2015,09:06:09.239,þ€66CC AAAA CF97
10-Oct-2015,09:06:18.090,þÀ66CC AA00 CD93
10-Oct-2015,09:06:20.040,þ€66CC AAAA D08D
10-Oct-2015,09:06:22.026,þÀ66CC AAAA D08F
10-Oct-2015,09:06:24.012,þ€66CC AAAA CF93
10-Oct-2015,09:06:25.997,þÀ66CC AAAA CF92
10-Oct-2015,09:06:27.982,þ€66CC AAAA D08F
10-Oct-2015,09:06:29.968,þÀ66CC AAAA CF8E
10-Oct-2015,09:06:31.951,þ€66CC AAAA CF90
10-Oct-2015,09:06:33.935,þÀ66CC AAAA D092
10-Oct-2015,09:06:35.919,þ€66CC AAAA D091
10-Oct-2015,09:06:37.903,þÀ66CC AAAA CF95
10-Oct-2015,09:06:39.889,þ€66CC AAAA D094
10-Oct-2015,09:06:41.874,þÀ66CC AAAA D094
10-Oct-2015,09:06:43.860,þ€66CC AAAA CF97
10-Oct-2015,09:06:45.845,þÀ66CC AAAA D198
10-Oct-2015,09:06:47.830,þ€66CC AAAA D08F
10-Oct-2015,09:06:49.816,þÀ66CC AAAA D18D
10-Oct-2015,09:06:51.803,þ€66CC AAAA D090
10-Oct-2015,09:06:53.789,þÀ66CC AAAA D08C
10-Oct-2015,09:06:55.776,þ€66CC AAAA D092
10-Oct-2015,09:06:57.762,þÀ66CC AAAA CF8D
10-Oct-2015,09:06:59.747,þ€66CC AAAA D090
10-Oct-2015,09:07:01.734,þÀ66CC AAAA D18B
10-Oct-2015,09:07:03.720,þ€66CC AAAA CF93
10-Oct-2015,09:07:05.705,þÀ66CC AAAA CF91
10-Oct-2015,09:07:07.691,þ€66CC AAAA CF90
10-Oct-2015,09:07:09.676,þÀ66CC AAAA CF92
10-Oct-2015,09:07:11.662,þ€66CC AAAA CF90
10-Oct-2015,09:07:13.648,þÀ66CC AAAA CF8A
10-Oct-2015,09:07:15.633,þ€66CC AAAA D08F
10-Oct-2015,09:07:17.619,þÀ66CC AAAA D194
10-Oct-2015,09:07:19.605,þ€66CC AAAA D08D
10-Oct-2015,09:07:21.591,þÀ66CC AAAA CF8C
10-Oct-2015,09:07:23.575,þ€66CC AAAA CF92
10-Oct-2015,09:07:25.560,þÀ66CC AAAA D090
10-Oct-2015,09:07:27.545,þ€66CC AAAA D08C
10-Oct-2015,09:07:29.530,þÀ66CC AAAA CF8B
10-Oct-2015,09:07:31.515,þ€66CC AAAA D095
10-Oct-2015,09:07:33.500,þÀ66CC AAAA D090
10-Oct-2015,09:07:35.486,þ€66CC AAAA CE99
10-Oct-2015,09:07:37.470,þÀ66CC AAAA CE93
10-Oct-2015,09:07:39.454,þ€66CC AAAA CF94
10-Oct-2015,09:07:41.438,þÀ66CC AAAA CF92
10-Oct-2015,09:07:43.422,þ€66CC AAAA CF8C
10-Oct-2015,09:07:45.405,þÀ66CC AAAA CF90
10-Oct-2015,09:11:31.153,þ€6000 0000 C994
10-Oct-2015,15:00:07.597,þÀ66CC AAAA D08C
10-Oct-2015,15:00:48.272,þ€66CC AAAA C7C3
10-Oct-2015,15:01:19.951,þÀ66CC AAAA C4D8
10-Oct-2015,16:25:59.305,þ€2000 0000 C4A8

$SESSION,2,V,10-Oct-2015,18:37:24.015,ASL/16/3938*00
10-Oct-2015,18:37:24.545,þ€3FEF FD9F 556E
11-Oct-2015,08:08:09.574,þÀD5D9 9723 A37F
11-Oct-2015,08:08:52.828,þ€66CC AA80 CE9F
11-Oct-2015,08:08:54.813,þÀ66CC AAAA C6C9
11-Oct-2015,08:19:47.937,þ€66CC AAAA CEA4
11-Oct-2015,08:19:49.923,þÀ66CC AAAA FB93
11-Oct-2015,08:19:51.906,þ€66CC AAAA EC8B
11-Oct-2015,08:20:23.680,þÀ66CC 8000 EF8E
11-Oct-2015,08:21:10.437,þ€66CC AAAA DC8D
11-Oct-2015,08:21:12.421,þÀ66CC AAAA D48A
11-Oct-2015,08:21:37.431,þ€66CC AAAA E98C
11-Oct-2015,08:21:39.417,þÀ66CC AAAA E58F
11-Oct-2015,08:21:41.399,þ€66CC AAAA EA95
11-Oct-2015,08:22:17.756,þÀ6600 0000 E98A
11-Oct-2015,08:22:19.744,þ€66CC AAAA C3E7
11-Oct-2015,08:22:21.731,þÀ66CC AAAA E68B
11-Oct-2015,08:22:23.718,þ€66CC AAAA EA8D
11-Oct-2015,08:22:25.703,þÀ66CC AAAA E79C
11-Oct-2015,08:22:27.688,þ€66CC AAAA E68C
11-Oct-2015,08:22:29.675,þÀ66CC AAAA CCA7
11-Oct-2015,08:22:31.662,þ€66CC AAAA DE8F
11-Oct-2015,08:22:33.647,þÀ66CC AAAA E491
11-Oct-2015,08:22:35.632,þ€66CC AAAA EA95
11-Oct-2015,08:22:37.618,þÀ66CC AAAA EE94
11-Oct-2015,08:22:39.603,þ€66CC AAAA D193
11-Oct-2015,08:22:41.586,þÀ66CC AAAA DF87
11-Oct-2015,08:22:43.568,þ€66CC AAAA E38C
11-Oct-2015,08:23:07.331,þÀ66C0 0000 F283
11-Oct-2015,08:23:09.317,þ€66CC AAAA DE8B
11-Oct-2015,08:23:11.303,þÀ66CC AAAA C9CD
11-Oct-2015,08:23:15.273,þ€66CC AAAA DE88
11-Oct-2015,08:23:25.197,þÀ66CC AAAA D28E
11-Oct-2015,08:23:35.124,þ€66CC AAAA C8BB
11-Oct-2015,08:23:37.107,þÀ66CC AAAA D594
11-Oct-2015,08:29:16.679,þ€66CC AAAA D48E
11-Oct-2015,08:29:18.661,þÀ66CC AAA2 C9DC
11-Oct-2015,08:59:02.349,þ€66C0 0000 C6A1
11-Oct-2015,08:59:08.307,þÀ064C 28A0 C3F9
11-Oct-2015,08:59:10.290,þ€66CC AAAA CDA3
11-Oct-2015,09:06:51.327,þÀ66CC 8000 CE96
11-Oct-2015,09:06:55.262,þ€66CC AAAA CD8F
11-Oct-2015,09:06:57.246,þÀ66CC AAAA D48B
11-Oct-2015,09:06:59.231,þ€66CC AAAA E591
11-Oct-2015,09:07:01.215,þÀ66CC AAAA D38A
11-Oct-2015,09:07:03.200,þ€66CC AAAA CCA6
11-Oct-2015,09:07:05.186,þÀ66CC AAAA D28E
11-Oct-2015,09:07:09.156,þ€66CC AAAA D58A
11-Oct-2015,09:07:11.140,þÀ66CC AAAA D491
11-Oct-2015,09:07:13.124,þ€66CC AAAA D794
11-Oct-2015,09:07:15.109,þÀ66CC AAAA D38C
11-Oct-2015,09:07:17.094,þ€66CC AAAA E088
11-Oct-2015,09:07:19.079,þÀ66CC AAAA D788
11-Oct-2015,09:07:21.063,þ€66CC AAAA DD88
11-Oct-2015,09:07:23.047,þÀ66CC AAAA D190
11-Oct-2015,09:07:25.031,þ€66CC AAAA CE92
11-Oct-2015,09:07:27.015,þÀ66CC AAAA D895
11-Oct-2015,09:07:28.999,þ€66CC AAAA E498
11-Oct-2015,09:07:32.966,þÀ66CC AAAA DC8A
11-Oct-2015,09:07:34.950,þ€66CC AAAA D19D
11-Oct-2015,09:07:36.932,þÀ66CC AAAA DD8C
11-Oct-2015,09:07:38.915,þ€66CC AAAA E590
11-Oct-2015,09:07:40.898,þÀ66CC AAAA E689
11-Oct-2015,09:07:42.881,þ€66CC AAAA E58C
11-Oct-2015,09:07:44.865,þÀ66CC AAAA DB8B
11-Oct-2015,09:07:46.849,þ€66CC AAAA DA8D
11-Oct-2015,09:07:48.834,þÀ66CC AAAA EE90
11-Oct-2015,09:07:50.818,þ€66CC AAAA E590
11-Oct-2015,09:07:52.802,þÀ66CC AAAA DB8D
11-Oct-2015,09:07:54.785,þ€66CC AAAA F68D
11-Oct-2015,09:07:56.770,þÀ66CC AAAA E59B
11-Oct-2015,09:07:58.753,þ€66CC AAAA EC9C
11-Oct-2015,09:08:00.737,þÀ66CC AAAA E58B
11-Oct-2015,09:08:02.721,þ€66CC AAAA E691
11-Oct-2015,09:08:04.705,þÀ66CC AAAA D0A0
11-Oct-2015,09:08:06.690,þ€66CC AAAA E28B
11-Oct-2015,09:08:08.673,þÀ66CC AAAA D08E
11-Oct-2015,09:08:10.657,þ€66CC AAAA DC8B
11-Oct-2015,09:08:12.640,þÀ66CC AAAA CCA0
11-Oct-2015,09:08:14.623,þ€66CC AAAA E38E
11-Oct-2015,09:08:16.607,þÀ66CC AAAA D38B
11-Oct-2015,09:08:18.590,þ€66CC AAAA DC8A
11-Oct-2015,09:08:24.537,þÀ66CC AAAA D195
11-Oct-2015,09:34:30.288,þ€66CC AAAA C5DD
11-Oct-2015,09:34:34.266,þÀ66CC 99AA CD8E
11-Oct-2015,09:34:36.255,þ€66CC 99AA C8C4
11-Oct-2015,09:42:00.107,þÀ66CC 99AA CAB6
11-Oct-2015,09:48:01.440,þ€66CC AAAA C9B9
11-Oct-2015,09:48:16.766,þÀ66CC AAAA C6DB
11-Oct-2015,10:03:52.416,þ€66CC AAAA C6CA
11-Oct-2015,10:04:57.707,þÀ4000 0000 C895
11-Oct-2015,10:15:11.705,þ€66CC AAAA C7D3
11-Oct-2015,12:32:59.267,þÀ66CC AAAA C5DD
11-Oct-2015,15:17:28.664,þ€66CC AAAA C6DB
12-Oct-2015,09:33:05.011,þÀ0244 8A0A C3F2
12-Oct-2015,09:33:06.995,þ€66CC AAAA C5E2
12-Oct-2015,10:12:49.406,þÀ26CC AAAA C6E2
12-Oct-2015,10:12:51.389,þ€66C4 AAAA C6CD

$SESSION,3,V,12-Oct-2015,11:20:24.516,ASL/16/3938*0A
12-Oct-2015,11:20:24.988,þ€3F6F 6D9D 554A
12-Oct-2015,11:20:28.377,þÀD5D9 9723 E37F
12-Oct-2015,11:20:28.730,þ€5566 4B2A CC9A
12-Oct-2015,11:20:29.746,þÀ4B52 4B66 2283
12-Oct-2015,11:20:30.761,þ€4B52 4B66 2183
12-Oct-2015,11:20:31.339,þÀ4B52 4B66 2282
12-Oct-2015,11:20:31.774,þ€9FFF 8000 CEA0
12-Oct-2015,11:20:38.025,þÀ4B5F FFFC 2197
