Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time
29-May-2015,11:34:40.918,BE57 7EFB,9F,C5,Unit1,29-May-2015,11:34:40.516
29-May-2015,11:55:25.421,6DBB 40FA,8A,58,Unit1,29-May-2015,11:34:40.516
29-May-2015,11:58:50.461,5540 1AA7,C5,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:07:17.241,3BF3 453B,CB,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:07:26.549,05D4 0000,C5,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:07:27.554,5366 4B4B,CE,F0,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:15:55.380,D56E 5B4B,CD,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:16:18.612,5064 0B7C,D0,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:16:39.266,476E 4F4B,CE,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:31:16.494,7066 4B4B,CE,F4,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:31:17.488,3B03 5132,CB,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:32:18.512,656D 0D73,CD,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:33:01.796,0810 1200,C2,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:40:52.555,374B 5433,CA,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:41:58.093,5562 4B63,CA,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:44:11.786,3B4F 1513,CE,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:46:15.267,5D77 5858,C9,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,12:53:54.469,334B 5533,D1,F0,Unit1,29-May-2015,11:34:40.516
29-May-2015,13:30:18.181,5566 4B4B,D0,E5,Unit1,29-May-2015,11:34:40.516
29-May-2015,13:48:00.996,5764 434B,CC,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,13:58:06.945,33CB 5537,CE,EC,Unit1,29-May-2015,11:34:40.516
29-May-2015,14:00:59.580,5466 4BDB,CF,E0,Unit1,29-May-2015,11:34:40.516
29-May-2015,14:01:30.950,4866 C3CB,CB,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,14:10:11.862,1566 634B,CE,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,14:11:58.951,1426 4B0B,C8,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,14:50:19.078,D766 4B4B,CF,EA,Unit1,29-May-2015,11:34:40.516
29-May-2015,15:13:49.877,331B 1523,C7,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,15:37:28.229,33CB 153A,CD,F1,Unit1,29-May-2015,11:34:40.516
29-May-2015,15:54:57.305,4566 4B5B,CC,FD,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:05:24.231,4000 0040,C4,F8,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:24:08.515,556E 6B4B,CD,E8,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:24:18.824,5576 4F5A,CC,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:24:47.385,556E 4B4B,CC,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:25:07.170,5506 4DFF,C9,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:25:44.125,55F7 4B43,CC,FD,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:25:45.128,5D66 4B43,CF,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:31:44.178,1967 BCFB,C8,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:36:06.461,7422 6E48,C7,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:44:07.011,9844 82C2,C8,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:49:03.888,5966 4B6B,CE,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:53:37.777,5522 C84F,C8,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,16:53:45.468,5562 434B,CE,F6,Unit1,29-May-2015,11:34:40.516
29-May-2015,17:29:14.066,0556 0247,CB,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,17:29:20.129,5574 4B4B,CB,EC,Unit1,29-May-2015,11:34:40.516
29-May-2015,17:29:28.215,5523 4BDA,CB,FE,Unit1,29-May-2015,11:34:40.516
29-May-2015,17:29:33.269,75EE 4B4B,CB,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,17:29:34.280,5527 4A47,CB,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,17:29:41.355,5D67 0B49,CA,FF,Unit1,29-May-2015,11:34:40.516
29-May-2015,17:29:56.518,5566 4B4B,CC,F8,Unit1,29-May-2015,11:34:40.516
