Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time
2016-01-03,13:50:27.269,E3B2 7BFF,EE,1B,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:27.337,30BA 64FF,6C,DF,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:29.335,5252 5266,F1,8E,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:31.333,5252 5266,F2,94,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:33.331,5252 5266,F1,92,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:35.329,5252 5266,F1,92,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:37.327,5252 5266,F1,93,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:39.326,5252 5266,F1,8B,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:41.324,5252 5266,F3,9A,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:43.322,5252 5266,F2,95,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:45.320,5252 5266,F1,8E,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:47.318,5252 5266,F2,8F,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:49.316,5252 5266,F1,A4,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:51.314,5252 5266,F2,8D,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:53.312,5252 5266,F3,8C,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:55.311,5252 5266,F2,8F,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:57.309,5252 5266,F3,9D,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:50:59.307,5252 5266,F1,89,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:01.305,5252 5266,F4,9E,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:03.303,5252 5266,F1,90,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:05.301,5252 5266,F2,8D,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:07.299,5252 5266,F3,9C,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:09.297,5252 5266,F4,9A,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:11.295,5252 5266,F3,91,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:13.293,5252 5266,F2,8C,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:15.291,5252 5266,F3,8A,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:17.290,5252 5266,F2,8F,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:19.288,5252 5266,F3,9B,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:21.286,5252 5266,F2,93,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:23.284,5252 5266,F4,94,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:25.282,5252 5266,F3,8C,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:27.280,5252 5266,F3,99,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:29.278,5252 5266,F3,99,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:31.276,5252 5266,F1,95,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:33.275,5252 5266,F3,8C,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:35.272,5252 5266,F2,97,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:37.271,5252 5266,F3,8C,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:39.269,5252 5266,F3,90,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:41.267,5252 5266,F2,8C,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:43.265,5252 5266,F3,8F,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:45.263,5252 5266,F3,98,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:47.262,5252 5266,F2,8F,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:49.260,5252 5266,F3,A4,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:51.258,5252 5266,F2,8E,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:53.256,5252 5266,F3,96,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:55.254,5252 5266,F3,95,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:57.253,5252 5266,F2,8A,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:51:59.251,5252 5266,F3,9C,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:01.249,5252 5266,F3,95,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:03.247,5252 5266,F2,8F,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:05.245,5252 5266,F1,8C,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:07.243,5252 5266,F3,9B,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:09.241,5252 5266,F4,95,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:11.239,5252 5266,F2,8F,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:13.238,5252 5266,F3,90,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:15.236,5252 5266,F3,9F,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:17.234,5252 5266,F4,97,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:19.232,5252 5266,F3,8C,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:21.230,5252 5266,F3,9D,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:23.228,5252 5266,F1,8B,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:25.226,5252 5266,F3,9A,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:27.224,5252 5266,F4,A2,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:29.222,5252 5266,F3,88,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:31.221,5252 5266,F4,9B,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:33.219,5252 5266,F3,9D,Unit6,2016-01-03,13:50:26.585
2016-01-03,13:52:35.217,5252 5266,F3,88,Unit6,2016-01-03,13:50:26.585
