
$SESSION,1,V,2015-09-02T10:01:46.555,ASL/16/3937*2E
2015-09-02T10:01:47.236,þ€E3B2 2BDE AE1B
2015-09-02T10:01:56.099,þÀ08B8 24FF 4CDF
2015-09-02T10:01:57.089,þ€334B 4B52 CCC2
2015-09-02T10:01:58.079,þÀ334B 4B52 DF87
2015-09-02T10:01:59.069,þ€334B 4B52 CF98
2015-09-02T10:02:00.058,þÀ334B 4B52 D28F
2015-09-02T10:02:01.048,þ€334B 4B52 CF90
2015-09-02T10:02:02.039,þÀ334B 4B52 DC8F
2015-09-02T10:02:03.031,þ€334B 4B52 E38E
2015-09-02T10:02:04.023,þÀ334B 4B52 CE97
2015-09-02T10:02:05.014,þ€334B 4B52 E890
2015-09-02T10:02:06.005,þÀ334B 4B52 D487
2015-09-02T10:02:06.994,þ€334B 4B52 E98E
2015-09-02T10:02:07.980,þÀ334B 4B52 E892
2015-09-02T10:02:17.252,þ€334B 4B52 EB95
2015-09-02T10:02:26.778,þÀ5566 4B52 CDBB
2015-09-02T10:02:27.784,þ€5566 4B52 C5CD
2015-09-02T10:02:29.791,þÀ5566 4B52 E68E
2015-09-02T10:02:51.715,þ€5566 4B12 C9D4
2015-09-02T10:02:52.702,þÀ334B 4B52 DA8C
2015-09-02T10:02:53.688,þ€334B 4B52 E88B
2015-09-02T10:02:54.672,þÀ334B 4B52 EB97
2015-09-02T10:03:22.129,þ€E000 0000 E886
2015-09-02T10:04:12.654,þÀ334B 4B52 CFA3
2015-09-02T10:04:13.641,þ€334B 4B52 D993
2015-09-02T10:04:18.921,þÀ334B 4B52 DA8E
2015-09-02T10:04:19.924,þ€5566 4B52 C8DF
2015-09-02T10:04:28.324,þÀ5566 4B5F CFAD
2015-09-02T10:04:29.328,þ€5566 4B52 D692
2015-09-02T10:04:32.627,þÀ5566 4FFC E8AE
2015-09-02T10:04:33.632,þ€5566 4B52 F197
2015-09-02T10:04:34.635,þÀ5566 4B52 F198
2015-09-02T10:04:35.636,þ€5566 4B00 EC9B
2015-09-02T10:04:39.366,þÀ57FF 8000 E8A4
2015-09-02T10:04:40.369,þ€5566 4B52 CCA4
2015-09-02T10:04:42.374,þÀ5566 4B52 CFA5
2015-09-02T10:04:50.171,þ€5166 4D10 C6FE
2015-09-02T10:05:21.353,þÀ5526 4B52 C3EA
2015-09-02T10:05:22.339,þ€334B 4B52 D98A
2015-09-02T10:05:23.323,þÀ334B 4B52 D38A
2015-09-02T10:05:38.235,þ€3FFF C000 E889
2015-09-02T10:05:39.218,þÀ334B 4B52 D290
2015-09-02T10:05:42.407,þ€334F FFFC D78F
2015-09-02T10:05:55.844,þÀ5566 4B52 C8C4
2015-09-02T10:05:56.828,þ€334B 4B52 D69C
2015-09-02T10:06:24.730,þÀ334B 8000 D78E
2015-09-02T10:06:27.693,þ€334B 4B52 D38A
2015-09-02T10:06:28.677,þÀ334B 4B52 E98B
2015-09-02T10:06:33.052,þ€334B 4FFF DA87
2015-09-02T10:06:34.043,þÀ334B 4B52 E494
2015-09-02T10:06:35.035,þ€334B 4B52 D08F
2015-09-02T10:06:36.027,þÀ334B 4B52 E296
2015-09-02T10:06:37.018,þ€334B 4B52 DE89
2015-09-02T10:06:38.010,þÀ334B 4B52 C9C4
2015-09-02T10:06:39.000,þ€334B 4B52 EE9D
2015-09-02T10:06:39.987,þÀ334B 4B52 F09A
2015-09-02T10:07:23.529,þ€334B 4B52 F38D
2015-09-02T10:07:24.516,þÀ334B 4B52 D290
2015-09-02T10:07:25.501,þ€334B 4B52 C7CC
2015-09-02T10:07:49.226,þÀ334B 4B00 E89D
2015-09-02T10:07:50.215,þ€334B 4B52 EB8C
2015-09-02T10:07:51.202,þÀ334B 4B52 EF8C
2015-09-02T10:08:28.549,þ€334B 4B52 F29B
2015-09-02T10:08:30.524,þÀ334B 4B52 D68A
2015-09-02T10:08:31.511,þ€334B 4B52 D994
2015-09-02T10:08:33.488,þÀ334B 4B52 DD8C
2015-09-02T10:08:34.514,þ€334B 4B52 F29C
2015-09-02T10:08:35.470,þÀ334B 4B52 E085
2015-09-02T10:08:36.460,þ€334B 4B52 D894
2015-09-02T10:08:37.452,þÀ334B 4B52 DA8F
2015-09-02T10:08:38.441,þ€334B 4B52 E599
2015-09-02T10:08:39.428,þÀ334B 4B52 D98A
2015-09-02T10:09:06.558,þ€334B 4B52 DA91
2015-09-02T10:09:07.547,þÀ334B 4B52 D08E
2015-09-02T10:09:08.533,þ€334B 4B52 CBC7
2015-09-02T10:09:09.517,þÀ334B 4B52 DB8B
2015-09-02T10:09:59.274,þ€3FFF C000 DF8B
2015-09-02T10:10:02.313,þÀ5566 5525 C3F5
2015-09-02T10:10:03.327,þ€5566 552D CAC9
2015-09-02T10:10:10.655,þÀ5566 552D C7C7
2015-09-02T10:10:12.680,þ€5566 552D CEAA
2015-09-02T10:10:52.764,þÀ5564 552D C3F5
2015-09-02T10:10:56.954,þ€334B 4A30 C8E2
2015-09-02T10:10:57.940,þÀ334B 4B52 E994
2015-09-02T10:10:59.913,þ€334B 4B52 D38A
2015-09-02T10:11:00.904,þÀ334B 4B52 E791
2015-09-02T10:11:01.895,þ€334B 4B52 DA8D
2015-09-02T10:11:02.885,þÀ334B 4B52 DA8A
2015-09-02T10:11:03.873,þ€334B 4B52 E597
2015-09-02T10:11:06.834,þÀ334B 4B52 D38F
2015-09-02T10:11:07.818,þ€334B 4B52 E0B0
2015-09-02T10:11:23.491,þÀ334B 4FFF DE92
2015-09-02T10:11:24.476,þ€334B 4B52 E2A1
2015-09-02T10:11:34.594,þÀ334B 4B52 E29B
2015-09-02T10:12:01.231,þ€5566 4B4B CF93
2015-09-02T10:12:09.789,þÀ5566 152D C5DD
2015-09-02T10:12:10.774,þ€334B 4B52 D98C
2015-09-02T10:12:53.273,þÀ334B 4FFF D39C
2015-09-02T10:13:32.319,þ€5566 4B4B C5D3
2015-09-02T10:13:33.309,þÀ334B 4B52 DC8F
2015-09-02T10:13:34.298,þ€334B 4B52 D599
2015-09-02T10:13:35.290,þÀ334B 4B52 DD8E
2015-09-02T10:13:36.280,þ€334B 4B52 D48E
2015-09-02T10:13:37.268,þÀ334B 4B52 EA89
2015-09-02T10:13:38.253,þ€334B 4B52 E990
2015-09-02T10:15:18.084,þÀ334B 4B53 EA9A
2015-09-02T10:15:47.212,þ€5566 552D C8CA
2015-09-02T10:15:48.200,þÀ334B 4B52 CEA5
2015-09-02T10:15:49.186,þ€334B 4B52 D38C
2015-09-02T10:15:56.520,þÀ334B 4B52 D296
