Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
04-Sep-2014,09:12:01.357,3FEF FD9F,55,6E,04-Sep-2014,09:12:01.015
04-Sep-2014,09:41:26.824,55D9 1723,A3,7F,04-Sep-2014,09:12:01.015
04-Sep-2014,09:41:28.787,5555 2A55,CA,AC,04-Sep-2014,09:12:01.015
04-Sep-2014,09:55:49.404,5555 2A55,D5,86,04-Sep-2014,09:12:01.015
04-Sep-2014,10:35:35.481,5555 2A55,C8,CF,04-Sep-2014,09:12:01.015
04-Sep-2014,10:35:37.443,5555 2A55,C6,E6,04-Sep-2014,09:12:01.015
04-Sep-2014,10:39:00.220,5555 2A55,D1,93,04-Sep-2014,09:12:01.015
04-Sep-2014,10:39:10.524,5145 2A45,C2,EC,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:09.501,5555 2A55,C8,CA,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:20.709,5555 2A55,C7,BB,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:22.762,5555 2A55,CF,94,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:24.689,5550 0000,D4,8B,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:26.649,5555 2A55,CE,8D,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:30.391,5555 2A55,C8,B2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:43.807,5555 2A55,C6,C8,04-Sep-2014,09:12:01.015
04-Sep-2014,11:19:03.771,5555 2A55,C8,CE,04-Sep-2014,09:12:01.015
04-Sep-2014,11:26:59.192,5555 2A55,C6,CD,04-Sep-2014,09:12:01.015
04-Sep-2014,11:27:03.117,5555 2A55,C6,D5,04-Sep-2014,09:12:01.015
04-Sep-2014,11:47:57.639,5555 2A55,CC,A4,04-Sep-2014,09:12:01.015
04-Sep-2014,11:58:43.552,5555 2A00,CA,A3,04-Sep-2014,09:12:01.015
04-Sep-2014,12:00:57.026,4555 2855,C5,DC,04-Sep-2014,09:12:01.015
04-Sep-2014,12:01:57.239,5555 2A55,C9,CA,04-Sep-2014,09:12:01.015
04-Sep-2014,12:02:50.312,4555 2255,C1,DD,04-Sep-2014,09:12:01.015
04-Sep-2014,12:02:52.270,5555 2A55,C6,C7,04-Sep-2014,09:12:01.015
04-Sep-2014,12:15:36.575,1500 0000,C4,A5,04-Sep-2014,09:12:01.015
04-Sep-2014,12:15:53.617,5555 2A55,C3,E5,04-Sep-2014,09:12:01.015
04-Sep-2014,12:20:15.187,1555 2A54,C4,E7,04-Sep-2014,09:12:01.015
04-Sep-2014,12:20:17.150,5555 2A55,C9,B9,04-Sep-2014,09:12:01.015
04-Sep-2014,12:49:48.423,5555 2A55,CC,A7,04-Sep-2014,09:12:01.015
04-Sep-2014,12:49:50.382,5555 2A55,C9,B7,04-Sep-2014,09:12:01.015
04-Sep-2014,12:50:15.407,5500 0000,C9,99,04-Sep-2014,09:12:01.015
04-Sep-2014,12:50:26.622,5555 2A55,D1,8F,04-Sep-2014,09:12:01.015
