Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time
29-Jul-2015,09:20:46.881,BE57 7EFF,1F,C5,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,09:47:10.648,FDBB 40FA,8A,58,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:27:07.376,2051 430C,CC,FF,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:31:09.182,3B0A C834,C7,FF,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:48:48.326,3259 4915,C8,FF,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:48:49.316,334B 4B52,DA,C3,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:48:50.303,334B 4B52,DA,D5,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:49:03.514,334B 4B52,DC,B1,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:49:05.460,334B 4B52,DA,D5,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:49:06.450,334B 4B52,D5,B0,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:49:07.437,334B 4B52,D6,B0,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:49:08.420,334B 4B52,D4,B1,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:49:12.375,E001 0000,D3,D1,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:49:13.363,334B 4FD2,D3,C9,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:49:16.332,334B 4B52,DB,AE,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:49:17.319,334B 4B52,D7,BE,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:49:54.276,334B 4B52,D5,B0,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:50:19.964,334B 4B52,D2,C6,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:50:20.956,334B 4B52,DB,AF,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:50:21.945,334B 4B5A,CB,DA,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:50:22.932,334B 4B52,D0,CE,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:50:39.226,334B CBD6,D1,DD,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:50:40.210,334B 4B52,D1,C1,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:50:55.489,334B 4B7F,D2,C6,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:50:56.476,334B 4B52,D0,C6,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:50:58.444,334B 4B52,D0,E3,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:51:08.152,BFFF F800,CF,BC,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:51:17.872,334F 4B52,CF,E3,Unit1,29-Jul-2015,09:20:46.517
29-Jul-2015,10:51:18.862,330B 4B52,CD,E5,Unit1,29-Jul-2015,09:20:46.517
