Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time
29-Jul-2015,08:52:10.874,3F6F FD9F,55,6E,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,08:53:05.834,D5DB 9723,E3,3F,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,08:53:07.820,4B52 4B2D,C9,C9,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,08:53:08.811,4B52 4B2D,E1,8D,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,08:53:09.800,4B52 4B2D,E3,93,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,08:53:52.702,4B52 4B2D,E5,95,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,08:54:31.557,334B 554B,D1,8F,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,08:59:43.953,337F FC00,C5,DA,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:00:19.461,4B52 4B2D,C6,CA,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:07:07.762,4B52 4B2D,CC,B7,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:07:08.757,334B 554B,CB,BE,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:11:09.064,334B 5FFE,D4,95,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:11:11.063,334B 554B,D0,8E,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:20:34.095,334B 554B,CE,90,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:20:35.087,4350 4B2D,C5,D9,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:20:36.078,4B52 4B2D,D1,8F,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:22:26.755,4B52 4B2D,CE,9C,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:22:27.743,4B52 4B2D,D0,8B,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:29:31.380,4B52 4B2F,D1,8B,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:29:33.366,66CC AAAA,C9,C5,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:29:37.332,66CC AAAA,CF,98,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:30:46.677,66CC AAAA,C7,C1,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:33:00.926,66CC AAA2,C6,DB,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:43:42.899,334B 554F,CD,AD,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:49:33.324,66CC AAAA,C7,CF,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:55:18.731,3343 554B,CB,B5,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:57:22.943,66CC AAAA,CB,B8,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:57:23.939,334B 554B,D0,9E,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:58:15.534,334B 554B,CE,92,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,09:58:16.532,334B 554B,D1,96,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,10:01:49.788,334B 554B,D2,97,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,10:06:25.529,66CC AAAA,C4,D5,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,10:06:27.530,334B 5543,C9,B4,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,10:07:50.691,334B 554B,D4,95,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,10:08:32.147,66CC AAAA,C6,B7,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,10:08:33.143,334B 554B,DA,94,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:21:18.935,334B 554F,D9,88,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:21:19.933,330B 550B,DB,A2,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:21:20.930,334B 554B,DD,A9,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:21:21.925,334B 554B,E2,A3,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:21:22.918,334B E000,DD,8C,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:21:32.478,334B E000,DE,8E,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:22:50.272,3348 540B,D9,BA,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:22:51.268,334B 554B,E3,98,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:22:52.262,334B 554B,E4,99,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:23:06.286,33F0 0000,E4,8A,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:23:07.283,334B 554B,E3,9F,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:23:08.279,334B 554B,E4,95,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:23:09.273,334B 554B,E3,8E,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:23:44.644,337F FC00,E3,89,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:23:46.623,4B52 4B2D,D0,99,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:26:32.637,4B52 4B2C,C6,DD,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:33:50.550,334B 5FFF,CC,C5,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:33:53.545,334B 554B,D5,86,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,11:56:32.634,334B 557F,DA,8F,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,12:05:18.732,66CC AAAA,D2,8A,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,12:05:45.992,66CC AA80,CE,A1,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,12:05:47.976,66CC 2AA2,C4,E5,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,12:12:44.536,6600 0000,C5,9C,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,12:13:22.352,66C0 2A88,C2,F2,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,12:44:14.537,66CC AAAA,C6,CC,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,12:44:15.528,4B52 4B2D,D2,90,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,12:44:16.519,4B52 4B2D,CA,BB,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,12:44:17.511,4B52 4B2D,CB,A7,Unit2,29-Jul-2015,08:52:10.515
29-Jul-2015,12:44:18.500,4B52 4B2D,CC,99,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,06:33:20.221,4B52 4B2D,CD,9A,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,06:33:33.722,66CC 8AAA,C6,E0,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,06:33:43.647,66CC AAAA,C5,D0,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,06:33:45.630,66CC AAAA,C4,DD,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,06:33:51.591,66CC AAAA,C6,DC,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,07:05:10.529,644C A8AA,C3,EC,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:02:46.267,ECE6 3F39,CC,FF,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:02:47.244,66CC D2AD,C5,DE,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:02:49.270,66CC D2AD,CA,C3,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:02:50.282,624C D22C,C4,F1,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:02:51.294,66CC D2AD,D8,90,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:02:52.303,66CC D2AD,DF,92,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:02:53.310,66CC D2AD,DA,88,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:03:27.602,66CC D2AD,D4,90,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:03:28.610,66CC D2AD,C7,D6,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:03:29.615,66CC D2AD,D2,8C,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:03:59.596,7FFF E000,D0,89,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:04:03.647,66CC D2AD,CF,99,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:04:04.660,66CC D2AD,DA,86,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:04:05.671,66CC D2AD,CB,BE,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:04:06.678,66CC D2AD,C8,C2,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:04:40.468,66CC D2AD,C8,B2,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:04:41.480,66CC D2AD,D4,92,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:04:44.518,66CC D2AD,CC,BA,Unit2,29-Jul-2015,08:52:10.515
30-Jul-2015,08:04:45.531,66C8 D22D,C6,F0,Unit2,29-Jul-2015,08:52:10.515
