Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time20-Jan-2016,09:38:39.012,34D5 31D3, 3,36,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:12.709,0B52 0B66, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:13.692,4B52 4B64, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:15.729,4B52 4964, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:16.748,4310 4806, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:18.784,4B52 4966, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:20.821,4350 4062, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:22.858,4B52 4B66, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:23.877,0B12 0926, C,7E,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:25.914,4B52 0B46, C,6C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:26.932,4B50 0366, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:28.969,4340 4B66, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:29.987,4B12 4364, C,8E,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:31.006,4352 0366, C,8B,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:37.117,0B50 4A44, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:39.153,4312 4166, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:40.172,4A52 4B26, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:41.190,4B40 0B26, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:42.209,4912 0B22, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:46.283,4B52 0100, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:49.374,4B42 4322, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:51.375,4110 4266, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:52.394,4B52 4366, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:54.431,4350 0A46, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:56.468,4B52 4B66, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:57.486,0B52 4B26, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:06:59.523,4B50 4222, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:00.541,4B52 4824, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:05.634,4350 4B66, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:08.689,4912 4226, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:10.726,4B52 4364, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:14.799,4352 4960, C,6C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:19.891,0B52 4B06, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:21.928,4B52 4B22, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:23.965,0340 4362, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:27.020,4B42 4366, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:29.057,4B42 4A64, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:33.131,4B12 0366, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:38.223,4B52 4362, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:43.315,4B12 4360, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:44.334,4B52 4326, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:47.389,4B50 4966, C,BC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:49.426,4B52 4B66, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:50.444,4B52 4166, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:51.463,4B52 4A06, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:53.500,4A52 0B22, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:55.537,4B42 0B66, C,BD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:07:56.555,4140 4B06, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:01.647,4B52 4364, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:02.665,0B50 0366, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:03.684,4B12 0A66, C,6D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:05.721,4350 4966, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:06.739,4B52 4B66, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:13.868,4B42 4102, C,8E,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:14.887,4B52 4922, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:18.960,0B40 4A66, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:22.016,4B52 4B06, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:23.034,4B52 4B66, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:24.053,0B52 4B66, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:25.071,4312 0B24, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:32.200,4B52 4966, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:34.237,4B52 0B24, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:36.274,4B50 4B04, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:41.366,4B42 4360, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:42.384,4B42 0826, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:44.421,4B52 4B26, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:46.458,4B52 0366, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:49.515,4B52 4B66, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:52.569,4912 0966, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:53.587,4B10 4366, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:54.606,4B52 0B62, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:57.661,4B42 0A66, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:08:59.698,4B52 4360, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:00.717,0B52 4364, C,BD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:02.754,4B50 4246, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:05.809,0910 4964, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:06.827,4B50 4962, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:07.846,4B50 4A66, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:11.919,0A52 4B66, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:15.993,4A02 4304, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:18.030,4B50 0240, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:20.067,4B42 4164, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:23.122,4B52 4066, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:28.214,4B42 4A64, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:31.270,4B52 4B26, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:33.307,4B52 4B66, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:38.399,4B50 0364, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:39.418,4B12 0B62, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:41.455,0342 4964, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:42.473,4B52 4824, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:43.492,4842 0B60, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:45.528,4B52 4264, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:46.547,4352 4A64, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:47.565,4B52 4B20, C,6B,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:48.584,4B52 4B60, C,BC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:51.639,4B50 0B64, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:52.658,4B52 0326, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:55.713,4B50 4B66, C,6D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:09:57.750,4B52 0B64, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:00.805,0B52 4B02, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:04.879,4B42 4A66, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:05.898,4B52 4B26, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:07.935,4B52 4B64, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:08.954,4B50 0066, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:09.972,4B52 4B66, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:10.991,4B52 4B22, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:12.009,4B42 0B46, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:17.102,4B12 4066, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:19.138,0B52 4B06, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:22.194,4B52 4B06, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:24.231,4B52 4966, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:25.249,4312 4962, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:28.305,4B12 4866, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:31.360,4B52 0B66, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:32.379,4B12 4964, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:36.453,4B52 4B20, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:39.508,4B00 4366, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:40.527,4B52 0866, C,8B,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:41.545,4B52 4966, C,8E,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:42.564,4B50 4B64, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:44.601,4352 4922, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:46.637,0A40 0A26, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:48.674,4B52 4266, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:51.730,4312 4966, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:10:56.822,4B52 4866, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:00.896,4952 4B60, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:01.915,4B52 4B66, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:03.952,0B52 0320, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:04.970,4B52 4B06, C,BB,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:05.989,4B52 4066, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:07.007,4B40 4B62, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:11.080,4B42 4B66, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:13.117,4B50 4B66, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:15.154,4B52 4366, C,BC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:16.173,4B52 4966, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:18.210,4B52 4364, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:19.264,4B52 4366, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:21.265,4B42 4B06, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:22.284,4B40 4B60, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:23.302,4052 4A66, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:28.395,4B52 0862, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:30.432,4352 4366, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:31.450,4B10 4A04, C,AE,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:33.487,4B52 4B66, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:36.543,4B50 0B66, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:38.580,4B52 4966, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:42.653,0A42 4B62, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:43.672,4B52 4B66, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:46.727,0352 0B66, C,BD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:48.764,0B50 0B46, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:52.838,4B52 4B24, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:53.856,4B42 4B62, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:56.912,4B52 4B66, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:57.930,4B52 0026, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:11:58.949,4B42 4B66, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:02.004,4B52 4B60, C,AB,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:04.041,4B52 4B60, C,BC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:05.060,0B12 4B62, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:06.078,4352 4B26, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:08.115,4B52 4306, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:12.189,4B52 4A66, C,BC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:16.263,4B52 4966, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:20.337,0350 0B46, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:21.355,4B52 4B66, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:22.374,4352 4B66, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:25.429,4B50 4262, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:28.485,4B52 4866, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:30.522,4B12 4162, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:33.577,4B52 0B66, C,6C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:35.614,4B52 4B66, C,BC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:36.632,4B12 4B60, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:38.669,4A12 0842, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:40.706,4352 4B62, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:41.725,4B52 4346, C,6D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:43.762,4810 0B06, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:50.891,4B50 4B66, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:51.909,4B52 4B66, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:54.965,4B52 4966, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:12:58.020,4B52 4326, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:02.094,4B52 4960, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:03.113,4B50 4B66, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:05.150,4B42 4966, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:07.186,4850 4204, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:09.223,4B52 0366, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:10.241,4B10 4B46, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:12.279,0350 0B62, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:16.352,4B52 0262, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:18.389,4B40 4922, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:19.408,4B50 4A66, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:21.445,4B52 0860, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:23.481,4B52 4B64, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:24.500,4352 0966, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:27.555,4B42 4B66, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:28.574,0B42 4266, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:29.592,4B52 0A46, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:33.666,4B52 0B66, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:34.685,4B50 4B62, C,BE,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:35.703,4B52 4B62, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:36.722,4B52 4344, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:37.740,4B52 4B66, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:38.759,4B42 4904, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:39.777,4B52 4866, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:40.795,4B52 0B26, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:42.832,4A50 4864, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:43.850,4B52 0326, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:45.887,4B50 0866, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:48.943,4B52 4966, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:49.961,4B52 4362, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:51.998,4B52 4264, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:56.072,4110 4826, C,8E,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:58.109,4B52 4366, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:13:59.127,4B42 4362, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:01.164,4352 4364, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:02.183,0B50 0B46, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:03.201,0352 4362, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:04.219,4B12 0B26, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:06.257,4B42 0B66, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:08.294,4A52 4266, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:09.312,4B52 4B66, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:10.331,4B52 4362, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:15.422,4B12 0B64, C,BD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:16.441,4352 4B66, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:22.552,4342 0366, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:24.589,4B52 4322, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:27.644,0150 0B26, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:33.754,4B52 4B66, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:34.773,4B52 4A00, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:36.810,4B52 4B62, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:38.847,4210 0326, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:40.885,4B40 4A62, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:41.902,4B52 0B26, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:43.939,0240 4926, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:46.994,4B50 4044, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:51.068,4352 4326, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:52.086,4302 4B64, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:56.160,4352 4B62, C,8E,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:57.214,4352 4B66, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:14:59.215,4B52 0966, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:00.234,4B52 4B06, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:02.271,4B52 4106, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:06.344,4B40 4B66, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:08.381,0B52 4846, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:11.436,4352 4B46, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:12.455,0B52 4B66, C,CD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:14.492,4B52 4B06, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:16.529,4B42 0B66, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:20.603,4B52 4362, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:22.639,4342 4B24, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:25.695,4952 4B66, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:28.750,4B52 4326, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:33.842,4350 4B66, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:39.952,4050 4362, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:40.971,4952 4B64, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:43.008,4352 0B00, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:47.082,4B50 4162, C,6C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:48.100,4B52 4B60, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:50.137,4352 4364, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:52.174,4A00 4B66, C,7D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:53.192,4B52 4B66, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:54.211,4B50 0062, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:55.229,0B42 4B44, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:56.248,4B42 0966, C,BD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:57.266,4B52 4366, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:15:59.303,4352 4B66, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:00.322,4B50 4266, C,BD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:02.359,0352 0B26, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:05.414,4B52 4062, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:07.451,4B52 4302, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:14.580,4B40 4B66, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:15.598,4B42 0866, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:17.635,4B50 4166, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:19.672,4B12 0B66, C,BD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:22.728,4B52 4962, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:24.764,4B52 4266, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:26.801,4B12 4B66, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:28.838,4B52 4146, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:29.857,4B52 4B66, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:34.949,4052 4B64, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:40.041,4B40 4B22, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:41.060,4A52 0B62, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:44.115,4352 4340, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:45.134,4952 4B20, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:47.170,4B52 0B40, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:48.189,4B52 4A66, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:49.207,4B52 4364, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:50.226,4B52 0966, C,AE,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:53.281,4B12 4B26, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:55.318,4B50 0264, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:57.355,4B52 0B66, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:16:59.392,4952 4166, C,9D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:03.465,4A52 4B62, C,AE,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:06.521,4B52 0164, C,8D,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:09.576,4B50 4266, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:11.613,0B12 4B66, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:14.668,4B52 4366, C,AD,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:15.687,4B52 4B62, C,9C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:17.724,4B52 4326, C,7C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:18.742,0B52 0242, C,8C,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:21.797,0B40 4864, C,AC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:23.834,4B52 4866, C,BC,19-Jan-2016,21:56:41.602
20-Jan-2016,14:17:25.871,4B52 4366, C,8D,19-Jan-2016,21:56:41.602
