Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time
2015-10-01,10:56:18.006,E3B2 7BDF,EE,1B,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:57:01.521,08FA 24FF,4C,DF,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:57:03.498,334B 4B52,D4,9E,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:57:24.365,334B 4B52,CE,95,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:57:54.635,334B 4B52,D1,9A,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:57:56.619,66CC AAAA,DA,93,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:58:02.578,66CC AAAA,C8,C1,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:58:10.008,66CC AA80,C6,CB,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:58:13.978,664C 8AAA,C6,E4,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:58:19.523,66CC AAAA,D0,A0,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:58:47.123,66CC AAAA,C6,CF,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:58:48.113,334B 4B52,D2,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:58:50.087,334B 4B52,DD,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:59:19.621,334B 4B7F,D4,8B,Unit6,2015-10-01,10:56:17.516
2015-10-01,10:59:21.604,66CC AAAA,CF,A1,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:00:10.290,66CC AA80,CE,A7,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:01:35.232,66CC AAA8,E0,8F,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:01:41.084,66CC 8000,CE,A4,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:01:43.072,66CC AAAA,C9,AD,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:01:45.056,66CC AAAA,D0,90,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:02:33.643,66CC AAAA,CF,A2,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:03:05.546,E000 0000,D0,8C,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:04:06.276,E000 0000,D6,87,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:05:30.867,334B 4B5F,D0,A6,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:05:38.171,66CC AAAA,C8,C9,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:05:39.157,334B 4B52,CC,AF,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:06:40.917,334B 4B52,CE,98,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:10:38.783,5FFF E000,C9,CC,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:10:39.787,5566 4B4B,C8,C8,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:14:02.394,5566 4B4B,CD,B3,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:15:52.251,334B 4B52,D5,92,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:16:44.091,334B 4B52,D2,92,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:16:45.078,334B 4B52,CB,AF,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:18:27.808,334B 4B52,CC,A7,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:18:28.853,4566 552D,C5,E6,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:25:06.205,5526 1580,C4,EC,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:25:08.189,66CC AAAA,D2,91,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:26:33.935,66CC AAAA,D5,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:26:48.669,66CC AAAA,CB,B9,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:26:50.655,66CC A2AA,C2,E8,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:30:48.309,66CC AAAA,CF,9E,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:30:50.295,66CC AAAA,CE,A7,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:30:52.278,66CC AAAA,CD,A6,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:31:18.042,66C0 0000,CF,93,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:31:23.704,334B 4B52,C8,D2,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:37:39.102,66CC AAAA,DD,8B,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:38:16.951,66CC AAAA,C9,CF,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:38:18.939,66CC AAAA,D0,97,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:38:20.924,66CC AAAA,DB,92,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:38:24.593,66CC AAAA,E5,94,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:38:25.583,334B 4B52,CE,99,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:38:26.574,334B 4B52,D0,92,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:38:29.543,334B 4B52,D2,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:38:30.527,334B 4B52,CC,BA,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:59:19.761,3FFF C000,CA,C0,Unit6,2015-10-01,10:56:17.516
2015-10-01,11:59:21.744,66CC AAAA,D7,8B,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:00:55.531,6680 0000,D7,88,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:00:57.520,66CC AAAA,DB,90,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:01:01.494,66CC AAAA,CF,95,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:21:39.801,66CC AAAA,D9,95,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:28:48.475,66CC AAAA,E5,8F,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:28:49.464,334B 4B52,CD,9C,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:28:50.448,334B 4B52,CF,8C,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:30:47.480,33FF F800,D3,8C,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:30:49.464,66CC AAAA,D3,94,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:36:57.487,66CC AAA0,CF,9F,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:37:10.987,66CC AAA8,DC,95,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:37:12.970,66CC AAAA,DC,94,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:38:24.141,4000 0000,DE,84,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:38:26.125,66CC AAAA,CF,95,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:39:15.975,66CC AAAA,D4,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:40:17.948,66CC AAAA,C6,D1,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:40:19.935,66CC AAAA,D5,8E,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:40:21.917,66CC AAAA,D2,96,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:42:30.593,6600 0000,D9,8F,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:46:28.380,66CC AAAA,E0,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:46:40.201,0000 0000,C4,94,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:46:42.189,66CC AAAA,CE,95,Unit6,2015-10-01,10:56:17.516
2015-10-01,12:46:48.141,66CC AAAA,DB,91,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:19:23.712,66CC AAAA,DC,97,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:25:57.810,66CC AAAA,DC,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:25:58.796,304B 4B52,CF,B5,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:26:09.298,334B 4B52,CD,B9,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:09.705,334B 4B52,D0,94,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:10.696,4B52 4B2D,D7,89,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:11.688,4B52 4B2D,D3,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:12.681,4B52 4B2D,DA,8C,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:13.675,4B52 4B2D,D0,92,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:14.667,4B52 4B2D,D4,90,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:15.657,4B52 4B2D,DC,92,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:16.643,4B52 4B2D,DD,8E,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:30.631,7FFF FF80,D3,8F,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:31.624,4B52 4B2D,DB,91,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:32.618,4B52 4B2D,D8,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:33.613,4B52 4B2D,DB,94,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:34.606,4B52 4B2D,DB,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:35.598,4B52 4B2D,DB,89,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:36.588,4B52 4B2D,DB,94,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:37.578,4B52 4B2D,DA,93,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:38.570,4B52 4B2D,D9,8C,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:39.563,4B52 4B2D,DD,95,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:40.558,4B52 4B2D,DD,8B,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:41.551,4B52 4B2D,DB,8D,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:42.543,4B52 4B2D,DB,91,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:43.536,4B52 4B2D,D8,93,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:44.530,4B52 4B2D,D9,8B,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:45.523,4B52 4B2D,D8,94,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:46.517,4B52 4B2D,D9,8E,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:47.508,4B52 4B2D,DE,92,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:48.497,4B52 4B2D,DB,95,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:49.484,4B52 4B2D,DB,9D,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:50.472,4B52 4BC0,DD,9A,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:51.459,4B52 4B2D,DB,89,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:52.449,4B52 4B2D,D4,90,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:53.442,4B52 4B2D,D0,95,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:54.435,4B52 4B2D,D3,8F,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:55.428,4B52 4B2D,D4,8A,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:56.419,4B52 4B2D,DA,8E,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:57.409,4B52 4B2D,D8,8F,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:42:58.396,4B52 4B2D,DB,8B,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:44:09.770,4FFF FF00,D7,89,Unit6,2015-10-01,10:56:17.516
2015-10-01,13:59:21.850,334B 4B7F,C8,E1,Unit6,2015-10-01,10:56:17.516
2015-10-01,14:16:24.054,66CC AAAA,CF,A2,Unit6,2015-10-01,10:56:17.516
2015-10-01,14:16:26.042,66CC AAAA,CE,A0,Unit6,2015-10-01,10:56:17.516
2015-10-01,14:16:28.028,66CC AAAA,D5,8E,Unit6,2015-10-01,10:56:17.516
