Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time
04-Sep-2014,09:12:01.357,3FEF FD9F,55,6E,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,09:41:26.824,55D9 1723,A3,7F,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,09:41:28.787,5555 2A55,CA,AC,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,09:55:49.404,5555 2A55,D5,86,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:35:35.481,5555 2A55,C8,CF,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:35:37.443,5555 2A55,C6,E6,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:39:00.220,5555 2A55,D1,93,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:39:10.524,5145 2A45,C2,EC,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:09.501,5555 2A55,C8,CA,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:20.709,5555 2A55,C7,BB,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:22.762,5555 2A55,CF,94,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:24.689,5550 0000,D4,8B,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:26.649,5555 2A55,CE,8D,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:30.391,5555 2A55,C8,B2,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,10:42:43.807,5555 2A55,C6,C8,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,11:19:03.771,5555 2A55,C8,CE,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,11:26:59.192,5555 2A55,C6,CD,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,11:27:03.117,5555 2A55,C6,D5,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,11:47:57.639,5555 2A55,CC,A4,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,11:58:43.552,5555 2A00,CA,A3,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:00:57.026,4555 2855,C5,DC,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:01:57.239,5555 2A55,C9,CA,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:02:50.312,4555 2255,C1,DD,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:02:52.270,5555 2A55,C6,C7,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:15:36.575,1500 0000,C4,A5,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:15:53.617,5555 2A55,C3,E5,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:20:15.187,1555 2A54,C4,E7,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:20:17.150,5555 2A55,C9,B9,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:49:48.423,5555 2A55,CC,A7,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:49:50.382,5555 2A55,C9,B7,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:50:15.407,5500 0000,C9,99,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:50:26.622,5555 2A55,D1,8F,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,12:51:16.908,5555 2A55,CE,94,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,13:40:02.803,5555 2A55,D0,8F,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,14:11:26.402,5555 2A55,CF,98,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,14:17:20.515,5555 2A55,D2,89,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,14:17:22.476,5555 2A55,C8,C3,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,14:44:14.575,5555 2A55,D2,8B,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,14:44:16.572,5252 5266,C6,D4,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,14:54:14.467,5250 0000,CC,9A,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,15:07:32.786,1554 2201,C2,EB,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,15:07:44.550,5555 2A51,C4,E3,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,15:07:46.510,5555 2A55,CF,98,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,15:15:18.415,5555 2A50,CB,A1,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,15:48:03.022,5555 2A55,CE,9B,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,15:55:35.757,5555 2A55,CB,A6,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,15:55:37.718,5555 2A55,C8,C3,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,16:03:56.972,5555 2A55,CE,A4,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,16:14:25.112,5555 2A45,C5,E9,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,16:35:07.735,5252 5266,C4,D3,Unit2,04-Sep-2014,09:12:01.015
04-Sep-2014,16:35:16.815,5554 2A55,C1,E5,Unit2,04-Sep-2014,09:12:01.015
05-Sep-2014,08:19:49.980,5555 2A55,CB,B8,Unit2,04-Sep-2014,09:12:01.015
05-Sep-2014,08:23:29.301,5555 2A55,C5,D5,Unit2,04-Sep-2014,09:12:01.015
05-Sep-2014,09:04:47.665,5555 2255,C5,D5,Unit2,04-Sep-2014,09:12:01.015
05-Sep-2014,09:23:30.631,5252 5264,C3,DA,Unit2,04-Sep-2014,09:12:01.015
05-Sep-2014,09:29:42.708,5252 5266,C6,C3,Unit2,04-Sep-2014,09:12:01.015
05-Sep-2014,09:30:24.533,5212 5264,C3,D8,Unit2,04-Sep-2014,09:12:01.015
05-Sep-2014,10:32:47.614,5555 2A55,D9,90,Unit2,04-Sep-2014,09:12:01.015
05-Sep-2014,10:32:49.575,5555 2A55,D1,8F,Unit2,04-Sep-2014,09:12:01.015
05-Sep-2014,12:57:26.508,5555 2A55,D0,90,Unit2,04-Sep-2014,09:12:01.015
05-Sep-2014,13:59:36.332,5252 5266,C7,D7,Unit2,04-Sep-2014,09:12:01.015
06-Sep-2014,06:07:24.440,3FEF FD9F,5D,6E,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:11.659,D5D9 9723,A3,3F,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:13.658,5252 5266,D4,8D,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:15.658,5252 5266,D9,95,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:17.657,5252 5266,DA,8A,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:19.654,5252 5266,CF,94,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:21.652,5252 5266,CA,AD,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:23.648,5252 5266,CA,B4,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:26.527,5252 5266,DD,89,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:28.525,5252 5266,EC,94,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:30.523,5252 5266,ED,9D,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:32.521,5252 5266,EE,8D,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:17:34.519,5252 5266,D8,8F,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:19:41.758,5252 5266,D7,8E,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:19:43.755,5252 5266,DA,8D,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:24:45.884,5252 5266,DB,87,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:24:55.110,5252 5000,DE,85,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:24:57.106,5252 5266,EA,8B,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:25:04.833,4000 0000,EA,84,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:25:06.831,5252 5266,E6,8A,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:26:03.823,5252 5266,DB,8B,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:26:05.821,5252 5266,D9,93,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:26:07.819,5252 5266,DA,91,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:26:09.818,5252 5266,D7,92,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:26:11.815,5252 5266,C8,B0,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:26:13.813,5252 5266,CF,91,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:26:15.811,5252 5266,D0,88,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:26:17.808,5252 5266,CD,9A,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:01.121,5252 5266,DA,8C,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:03.118,5252 5266,CD,9B,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:07.111,5252 5266,CC,A8,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:15.371,5250 0000,E6,8A,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:17.369,5252 5266,E3,8B,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:19.367,5252 5266,E3,94,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:21.366,5252 5266,E3,92,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:23.365,5252 5266,E2,9A,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:25.364,5252 5266,E3,8A,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:27.363,5252 5266,E5,93,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:29.362,5252 5266,E3,90,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:33.359,5252 5266,E1,84,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:37.357,5252 5266,DB,8A,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:39.356,5252 5266,CB,A8,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:41.356,5252 5266,DB,8B,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:43.356,5252 5266,E9,92,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:45.353,5252 5266,E5,87,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:49.013,5252 5260,E1,90,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:51.012,5252 5266,EA,8F,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:53.011,5252 5266,EA,95,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:55.010,5252 5266,EC,93,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:57.008,5252 5266,E6,8B,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:32:59.008,5252 5266,E6,90,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:01.004,5252 5266,EA,8E,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:12.042,5252 5260,E7,8B,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:14.041,5252 5266,ED,96,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:16.041,5252 5266,E7,88,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:18.040,5252 5266,E6,8A,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:20.039,5252 5266,E7,8A,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:22.035,5252 5266,E2,91,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:30.974,5200 0000,CD,99,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:32.938,5252 5266,D4,87,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:34.938,5252 5266,D3,8D,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:36.938,5252 5266,CE,9E,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:38.937,5252 5266,C9,AC,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:40.936,5252 5266,CD,9F,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:42.935,5252 5266,CC,B0,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:44.935,5252 5266,CC,9C,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:46.932,5252 5266,D1,8D,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:48.930,5252 5266,CE,9A,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:52.928,5252 5266,D1,8F,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:54.926,5252 5266,D4,8B,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:33:56.925,5252 5266,DE,87,Unit2,06-Sep-2014,06:07:24.012
06-Sep-2014,06:34:27.990,5252 5266,CA,A4,Unit2,06-Sep-2014,06:07:24.012
