Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time20-Jun-2015,00:03:21.645,4820 0210, C,4F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:25:02.016,8090 8220, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:30:01.260,3804 0091, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:30:11.771,1400 0404, C,2F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:33:09.074,0400 0011, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:34:08.721,0428 60B4, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:36:51.712,0030 2002, C,3F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:38:08.274,0042 0110, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:39:38.458,0000 0020, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:40:06.374,0401 0C14, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:53:52.515,0460 0044, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:55:43.601,0040 8021, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,00:59:50.053,4009 1200, C,2F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:14:07.200,000F 0104, C,2F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:15:02.691,2080 8081, C,3F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:19:22.779,1120 0000, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:20:14.812,E0C0 2900, C,7F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:20:54.583,A400 2610, C,8F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:21:13.912,0800 0002, C,7F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:23:25.529,8025 1180, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:36:24.901,4050 0404, C,3F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:44:21.348,8004 2848, C,3F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:46:05.317,00C0 0408, C,2F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:46:54.788,2009 0080, C,4F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:51:35.801,0000 4302, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:53:15.954,8001 0182, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,01:57:10.924,0018 0500, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,02:12:40.368,0308 0000, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,02:20:05.704,1180 8440, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,02:21:40.391,0080 1002, C,4F,18-Jun-2015,13:08:42.054
20-Jun-2015,02:22:49.850,014C 4094, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,02:30:52.579,4100 0004, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,02:37:50.516,5810 8083, C,3F,18-Jun-2015,13:08:42.054
20-Jun-2015,02:44:06.633,9110 4801, C,4F,18-Jun-2015,13:08:42.054
20-Jun-2015,02:51:29.782,00A6 000E, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:09:46.722,8810 0801, C,7F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:11:37.084,1220 4290, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:19:12.827,8140 0000, C,7F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:24:29.827,0404 0409, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:27:50.760,8104 1010, C,3F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:29:21.591,0002 400A, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:37:50.618,5021 0520, C,4F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:53:55.443,D240 0940, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:54:10.668,0000 0020, C,3F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:57:48.006,1001 C4B0, C,4F,18-Jun-2015,13:08:42.054
20-Jun-2015,03:58:23.041,0102 0014, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,04:06:55.331,2012 8002, C,4F,18-Jun-2015,13:08:42.054
20-Jun-2015,04:12:53.514,4208 0104, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,04:14:47.387,0022 2400, C,5F,18-Jun-2015,13:08:42.054
20-Jun-2015,04:33:56.225,0021 0010, C,6F,18-Jun-2015,13:08:42.054
20-Jun-2015,04:44:15.752,8201 0080, C,4F,18-Jun-2015,13:08:42.054
20-Jun-2015,04:46:32.208,4820 D445, C,3F,18-Jun-2015,13:08:42.054
