
$SESSION,1,V,2015-11-17T12:36:58.551,ASL/16/3937*2E
2015-11-17T12:36:59.233,þ€E3B2 7BFF EE1B
2015-11-17T12:37:02.701,þÀ30FA 24FF 4CDF
2015-11-17T12:37:08.505,þ€66AD B4CC CFDA
2015-11-17T12:37:11.442,þÀ5566 4B2A D197
2015-11-17T12:37:12.422,þ€66AD B4CC CFAF
2015-11-17T12:37:13.402,þÀ6685 B4CC D1BC
2015-11-17T12:37:18.662,þ€26AD B7FF D1BA
2015-11-17T12:37:19.680,þÀ66AD B0CC D0B0
2015-11-17T12:37:20.626,þ€622D B48C D0D1
2015-11-17T12:37:27.025,þÀ62A5 B4CC D1C3
2015-11-17T12:37:28.007,þ€668D B4C4 CECF
2015-11-17T12:37:28.988,þÀ662D 94CC D0C2
2015-11-17T12:37:29.864,þ€66AD B4CC D1B7
2015-11-17T12:37:35.769,þÀ5566 4B2A D0A6
2015-11-17T12:37:37.732,þ€66AD B4CC D4B8
2015-11-17T12:37:38.712,þÀ66AD B4CC D1A8
2015-11-17T12:37:44.197,þ€66AD B3FF D2A1
2015-11-17T12:37:45.179,þÀ66AD B4CC D2B2
2015-11-17T12:37:46.160,þ€66AD B4CC D2AD
2015-11-17T12:37:47.140,þÀ66AD B4CC CFA3
2015-11-17T12:37:51.739,þ€66AD BFFF D197
2015-11-17T12:37:53.988,þÀ5566 4B2A CF9F
2015-11-17T12:37:54.969,þ€66AD B4CC D2B3
2015-11-17T12:37:55.949,þÀ66AD B4CC D2AC
2015-11-17T12:38:01.562,þ€66AD B7FF D2A2
2015-11-17T12:38:02.544,þÀ668D B4CC D0B7
2015-11-17T12:38:03.525,þ€66AD B4CC D0BE
2015-11-17T12:38:12.399,þÀ66AD B4CC D2A7
2015-11-17T12:38:13.379,þ€66AD B4CC D2A8
2015-11-17T12:38:14.004,þÀ66AD 7FFF D1A5
2015-11-17T12:38:19.122,þ€5566 4B2A D1AC
2015-11-17T12:38:21.086,þÀ66A1 B4CC D3BD
2015-11-17T12:38:22.064,þ€66AD B4CC D6AA
2015-11-17T12:38:28.190,þÀ66B7 FFFE D397
2015-11-17T12:38:29.172,þ€66AD B4CC D2B4
2015-11-17T12:38:30.152,þÀ46AD B48C D1C6
2015-11-17T12:38:35.737,þ€66AD B4CF D2B7
2015-11-17T12:38:36.658,þÀ66AD B4CC D4A6
2015-11-17T12:38:36.719,þ€5566 4B2A CFAB
2015-11-17T12:38:37.699,þÀ66AD B44C D3B6
2015-11-17T12:38:38.679,þ€66AD B4CC CF95
2015-11-17T12:38:44.808,þÀ66AD 7FFF D6A7
2015-11-17T12:38:45.825,þ€66AD B4CC D4C1
2015-11-17T12:38:46.770,þÀ66A5 348C D3C8
2015-11-17T12:38:47.750,þ€66AD B4CC D29C
2015-11-17T12:38:53.692,þÀ66AF FFFC D39C
2015-11-17T12:38:54.673,þ€66AD B4CC D2BB
2015-11-17T12:38:55.653,þÀ662D B4CC D2CC
2015-11-17T12:39:01.371,þ€66AD BFFF CF97
2015-11-17T12:39:02.353,þÀ66AD B4CC D1B5
2015-11-17T12:39:03.334,þ€66AD A4CC CFC8
2015-11-17T12:39:09.053,þÀ668D B4FF D29B
2015-11-17T12:39:11.016,þ€66AD B4CC D1AA
2015-11-17T12:39:16.988,þÀ66AD B4CF D19F
2015-11-17T12:39:17.970,þ€64AD B4CC D1BA
2015-11-17T12:39:19.930,þÀ662D B4CC D1BF
2015-11-17T12:39:22.679,þ€66AF FFF8 D29A
2015-11-17T12:39:25.941,þÀ5566 4B2A D197
