Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
28-Oct-2015,11:51:45.769,3B6F FD9F,55,6E,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:45.892,D5D9 9723,A3,3F,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:46.448,334B 2A66,2F,88,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:47.052,5566 4B2A,D6,8F,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:47.438,66AD B4CC,20,83,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:48.034,5566 4B2A,D5,91,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:48.427,66AD B4CC,1F,8B,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:49.014,5566 4B2A,D7,8C,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:49.416,7FFF F800,20,88,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:50.406,5566 4B2A,D2,8D,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:51.395,5566 4B2A,D2,90,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:52.384,5566 4B2A,D4,92,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:53.374,5566 4B2A,D2,8D,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:54.097,5566 4B2A,D4,90,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:54.363,4B52 4B66,D3,8B,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:55.353,5566 4B2A,D6,8D,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:56.342,5566 4B2A,D2,88,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:57.332,5566 4B2A,DB,95,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:58.321,5566 4B2A,D8,8B,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:58.674,5566 4B2A,DA,8D,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:59.311,66AD B4CC,1F,86,28-Oct-2015,11:51:45.087
28-Oct-2015,11:51:59.656,5566 4B2A,D9,91,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:00.300,66AD B4CC,20,85,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:00.636,5566 4B2A,D7,92,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:01.289,67FF FF80,1F,93,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:02.278,5566 4B2A,D6,89,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:03.267,5566 4B2A,D4,87,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:04.256,5566 4B2A,D7,90,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:05.245,5566 4B2A,D5,95,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:06.234,5566 4B2A,D6,8E,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:07.128,5566 4B2A,D6,90,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:07.224,334B 2A66,2F,86,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:08.131,5566 4B2A,D6,8F,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:08.213,334B 2A66,2D,8A,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:09.202,5566 4B2A,D5,87,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:10.044,5566 4B2A,D7,8E,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:10.227,66CC FFFF,22,86,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:10.912,5566 4B2A,D2,95,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:11.181,66AD B4CC,1E,89,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:11.894,5566 4B2A,D3,93,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:12.170,66AD B4CC,20,84,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:12.874,5566 4B2A,D4,8E,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:13.160,67FF FE00,1E,98,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:14.149,5566 4B2A,D5,92,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:15.139,5566 4B2A,D7,8F,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:16.128,5566 4B2A,DA,91,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:17.118,5566 4B2A,D7,8F,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:18.107,5566 4B2A,D8,8D,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:19.096,5566 4B2A,DB,95,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:20.085,5566 4B2A,DA,93,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:21.074,5566 4B2A,D9,89,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:22.063,5566 4B2A,D8,92,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:23.052,5566 4B2A,D9,91,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:23.461,5566 4B2A,D7,8F,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:24.041,66AD B4CC,20,84,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:24.443,5566 4B2A,D5,8B,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:25.030,66AD B4CC,21,8A,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:25.423,5566 4B2A,D6,90,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:26.019,67FF FC00,1F,88,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:27.008,5566 4B2A,D4,8C,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:27.998,5566 4B2A,D4,88,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:28.987,5566 4B2A,D8,8A,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:29.976,5566 4B2A,D8,87,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:30.246,5566 4B2A,D5,87,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:30.965,334B 2A66,2D,86,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:31.249,5566 4B2A,D6,8F,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:31.954,334B 2A66,2F,8B,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:32.944,5566 4B2A,D2,8B,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:33.933,5566 4B2A,D3,8A,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:34.922,5566 4B2A,D5,8A,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:35.910,5566 4B2A,D8,91,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:36.899,5566 4B2A,D5,91,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:37.888,5566 4B2A,D5,8B,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:38.510,5566 4B2A,D8,8C,28-Oct-2015,11:51:45.087
28-Oct-2015,11:52:38.876,66CC D3FF,23,84,28-Oct-2015,11:51:45.087
