Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time,Session_loc,Bird_ID,Home_Location,Sex,Status
20151008,16:27:16.255,66CC AAAA,CB,B4,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151009,11:54:06.374,66CC AAAA,C6,D3,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,08:22:34.073,66CC AAAA,C7,CF,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,08:25:46.961,66CC AAAA,C8,C6,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,08:26:47.250,66CC AAAA,C4,E3,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,08:26:49.234,66CC AAAA,CA,B8,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:03.281,66CC AAAA,CD,97,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:05.268,66CC AAAA,CF,95,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:07.255,66CC AAAA,CF,91,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:09.239,66CC AAAA,CF,97,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:20.040,66CC AAAA,D0,8D,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:22.026,66CC AAAA,D0,8F,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:24.012,66CC AAAA,CF,93,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:25.997,66CC AAAA,CF,92,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:27.982,66CC AAAA,D0,8F,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:29.968,66CC AAAA,CF,8E,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:31.951,66CC AAAA,CF,90,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:33.935,66CC AAAA,D0,92,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:35.919,66CC AAAA,D0,91,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:37.903,66CC AAAA,CF,95,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:39.889,66CC AAAA,D0,94,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:41.874,66CC AAAA,D0,94,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:43.860,66CC AAAA,CF,97,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:45.845,66CC AAAA,D1,98,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:47.830,66CC AAAA,D0,8F,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:49.816,66CC AAAA,D1,8D,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:51.803,66CC AAAA,D0,90,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:53.789,66CC AAAA,D0,8C,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:55.776,66CC AAAA,D0,92,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:57.762,66CC AAAA,CF,8D,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:06:59.747,66CC AAAA,D0,90,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:01.734,66CC AAAA,D1,8B,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:03.720,66CC AAAA,CF,93,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:05.705,66CC AAAA,CF,91,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:07.691,66CC AAAA,CF,90,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:09.676,66CC AAAA,CF,92,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:11.662,66CC AAAA,CF,90,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:13.648,66CC AAAA,CF,8A,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:15.633,66CC AAAA,D0,8F,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:17.619,66CC AAAA,D1,94,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:19.605,66CC AAAA,D0,8D,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:21.591,66CC AAAA,CF,8C,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:23.575,66CC AAAA,CF,92,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:25.560,66CC AAAA,D0,90,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:27.545,66CC AAAA,D0,8C,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:29.530,66CC AAAA,CF,8B,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:31.515,66CC AAAA,D0,95,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:33.500,66CC AAAA,D0,90,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
20151010,09:07:35.486,66CC AAAA,CE,99,Unit2,20151007,10:55:03.111,LHAY,5174,GATE,M,B
