Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
02-Sep-2015,10:52:34.809,F3FF FB9D,2F,D7,02-Sep-2015,10:52:34.169
02-Sep-2015,10:54:14.084,34D5 31D3,33,63,02-Sep-2015,10:52:34.169
02-Sep-2015,10:54:16.098,5566 4B4B,C7,C4,02-Sep-2015,10:52:34.169
02-Sep-2015,10:54:33.761,5566 4B4B,C9,BB,02-Sep-2015,10:52:34.169
02-Sep-2015,10:54:35.774,5566 4B4B,C9,B9,02-Sep-2015,10:52:34.169
02-Sep-2015,10:54:59.196,5566 4B4B,C4,DC,02-Sep-2015,10:52:34.169
02-Sep-2015,10:55:06.037,5566 4B4B,C5,D7,02-Sep-2015,10:52:34.169
02-Sep-2015,10:55:08.049,5120 030B,C4,ED,02-Sep-2015,10:52:34.169
02-Sep-2015,10:55:16.119,5464 4B4B,C5,F1,02-Sep-2015,10:52:34.169
02-Sep-2015,10:55:17.124,5566 4B4B,C9,AF,02-Sep-2015,10:52:34.169
02-Sep-2015,10:56:24.500,5566 4B4B,CA,BE,02-Sep-2015,10:52:34.169
02-Sep-2015,10:56:25.483,334B 4B34,CC,A1,02-Sep-2015,10:52:34.169
02-Sep-2015,10:56:47.801,334B 4B34,CE,8B,02-Sep-2015,10:52:34.169
02-Sep-2015,10:56:48.787,334B 4B52,D7,88,02-Sep-2015,10:52:34.169
02-Sep-2015,10:57:45.331,334B 4B5F,DA,93,02-Sep-2015,10:52:34.169
02-Sep-2015,10:57:46.316,334B 4B52,D0,89,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:02.286,334B 4FFF,D3,8C,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:04.256,334B 4B34,CF,91,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:05.075,334B 4B34,CE,8F,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:06.061,334B 4B52,D0,89,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:07.047,334B 4B52,D1,87,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:08.030,334B 4B52,D1,8E,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:09.178,33C0 0000,D0,86,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:12.130,334B 4B34,D0,90,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:13.111,334B 4B34,CE,96,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:14.088,334B 4B34,CD,9F,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:27.454,334B FFFF,D0,94,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:28.440,334B 4B52,D0,8E,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:49.775,334B 4B52,CE,93,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:51.754,334B 4B52,D7,8E,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:52.741,334B 4B52,CD,95,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:53.726,334B 4B52,CE,93,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:53.838,334B 4B52,C9,C0,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:54.709,334B 2A51,E4,A3,02-Sep-2015,10:52:34.169
02-Sep-2015,10:58:54.836,3FFF F000,CF,97,02-Sep-2015,10:52:34.169
02-Sep-2015,10:59:28.780,334B 2A55,DE,95,02-Sep-2015,10:52:34.169
02-Sep-2015,11:00:02.156,337F FC00,D3,96,02-Sep-2015,10:52:34.169
02-Sep-2015,11:00:03.142,334B 4B52,CC,AB,02-Sep-2015,10:52:34.169
02-Sep-2015,11:00:19.259,334B 4B52,CB,AF,02-Sep-2015,10:52:34.169
02-Sep-2015,11:00:20.249,334B 4B52,CB,9A,02-Sep-2015,10:52:34.169
02-Sep-2015,11:00:23.222,334B 4B52,D1,88,02-Sep-2015,10:52:34.169
02-Sep-2015,11:00:24.212,334B 4B52,D0,96,02-Sep-2015,10:52:34.169
02-Sep-2015,11:00:25.202,334B 4B52,CF,89,02-Sep-2015,10:52:34.169
02-Sep-2015,11:00:27.181,334B 4B52,D2,89,02-Sep-2015,10:52:34.169
02-Sep-2015,11:00:28.172,334B 4B52,CA,AF,02-Sep-2015,10:52:34.169
