Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time,Session_loc,Bird_ID,Home_Location,Sex,Status
20150902,10:54:16.098,5566 4B4B,C7,C4,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,10:54:33.761,5566 4B4B,C9,BB,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,10:54:35.774,5566 4B4B,C9,B9,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,10:54:59.196,5566 4B4B,C4,DC,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,10:55:06.037,5566 4B4B,C5,D7,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,10:55:17.124,5566 4B4B,C9,AF,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,10:56:24.500,5566 4B4B,CA,BE,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,10:56:25.483,334B 4B34,CC,A1,Unit3,20150902,10:52:34.169,RE17,5007,KNOL,F,B
20150902,10:56:47.801,334B 4B34,CE,8B,Unit3,20150902,10:52:34.169,RE17,5007,KNOL,F,B
20150902,10:56:48.787,334B 4B52,D7,88,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:57:46.316,334B 4B52,D0,89,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:58:04.256,334B 4B34,CF,91,Unit3,20150902,10:52:34.169,RE17,5007,KNOL,F,B
20150902,10:58:05.075,334B 4B34,CE,8F,Unit3,20150902,10:52:34.169,RE17,5007,KNOL,F,B
20150902,10:58:06.061,334B 4B52,D0,89,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:58:07.047,334B 4B52,D1,87,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:58:08.030,334B 4B52,D1,8E,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:58:12.130,334B 4B34,D0,90,Unit3,20150902,10:52:34.169,RE17,5007,KNOL,F,B
20150902,10:58:13.111,334B 4B34,CE,96,Unit3,20150902,10:52:34.169,RE17,5007,KNOL,F,B
20150902,10:58:14.088,334B 4B34,CD,9F,Unit3,20150902,10:52:34.169,RE17,5007,KNOL,F,B
20150902,10:58:28.440,334B 4B52,D0,8E,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:58:49.775,334B 4B52,CE,93,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:58:51.754,334B 4B52,D7,8E,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:58:52.741,334B 4B52,CD,95,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:58:53.726,334B 4B52,CE,93,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:58:53.838,334B 4B52,C9,C0,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,10:59:28.780,334B 2A55,DE,95,Unit3,20150902,10:52:34.169,RE17,4204,KNOL,M,B
20150902,11:00:03.142,334B 4B52,CC,AB,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:19.259,334B 4B52,CB,AF,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:20.249,334B 4B52,CB,9A,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:23.222,334B 4B52,D1,88,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:24.212,334B 4B52,D0,96,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:25.202,334B 4B52,CF,89,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:27.181,334B 4B52,D2,89,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:28.172,334B 4B52,CA,AF,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:30.156,334B 4B52,CB,AB,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:31.147,334B 4B52,E2,94,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:32.138,334B 4B52,D0,8A,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:33.127,334B 4B52,CF,8D,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:34.113,334B 4B52,D0,87,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:00:55.924,334B 4B52,CF,8E,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:01:00.185,5566 4B52,C7,CD,Unit3,20150902,10:52:34.169,RE17,5604,MACR,F,B
20150902,11:01:19.821,334B 4B52,DB,8A,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:01:20.805,334B 4B52,D7,8F,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:01:48.262,334B 4B52,D0,88,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:02:38.788,334B 4B52,D7,8E,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:02:39.774,334B 4B52,E2,87,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:02:45.054,334B 4B52,E3,8D,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:02:55.461,5566 4B52,C6,C4,Unit3,20150902,10:52:34.169,RE17,5604,MACR,F,B
20150902,11:02:59.765,5566 4B52,D5,87,Unit3,20150902,10:52:34.169,RE17,5604,MACR,F,B
20150902,11:03:00.768,5566 4B52,D5,89,Unit3,20150902,10:52:34.169,RE17,5604,MACR,F,B
20150902,11:03:07.505,5566 4B52,C7,BE,Unit3,20150902,10:52:34.169,RE17,5604,MACR,F,B
20150902,11:04:59.185,334B 4B52,C4,D1,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:05:00.177,334B 4B52,CA,BA,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:05:01.169,334B 4B52,D8,8A,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:05:04.144,334B 4B52,D4,8B,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:05:06.120,334B 4B52,D3,87,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:05:51.635,334B 4B52,D5,86,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:06:17.336,334B 4B52,CE,8E,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:06:54.683,334B 4B52,CC,91,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:06:55.671,334B 4B52,CA,B7,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:06:57.645,334B 4B52,C4,D5,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:06:59.622,334B 4B52,C7,BE,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:07:03.586,334B 4B52,D2,87,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:07:04.575,334B 4B52,DC,8B,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:07:05.562,334B 4B52,D0,89,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:07:25.294,334B 4B52,D0,8C,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:07:28.325,5566 4B4B,C5,D6,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,11:07:29.332,5566 4B4B,CD,A5,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,11:07:30.336,5566 4B4B,CE,93,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,11:07:32.692,5566 4B4B,CB,A3,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,11:07:33.681,334B 4B52,C5,C9,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:07:34.667,334B 4B52,C5,CD,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:07:35.651,334B 4B52,C7,BA,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
20150902,11:07:44.809,5566 4B4B,C5,D4,Unit3,20150902,10:52:34.169,RE17,5697,CAVI,F,H
20150902,11:08:28.447,334B 4B34,CE,9B,Unit3,20150902,10:52:34.169,RE17,5007,KNOL,F,B
20150902,11:08:29.461,5566 552D,C9,B3,Unit3,20150902,10:52:34.169,RE17,4549,MACR,M,B
20150902,11:09:18.898,5566 552D,CB,A9,Unit3,20150902,10:52:34.169,RE17,4549,MACR,M,B
20150902,11:09:19.878,334B 4B34,CD,97,Unit3,20150902,10:52:34.169,RE17,5007,KNOL,F,B
20150902,11:09:23.088,334B 4B34,CD,A4,Unit3,20150902,10:52:34.169,RE17,5007,KNOL,F,B
20150902,11:09:24.074,334B 4B52,DB,85,Unit3,20150902,10:52:34.169,RE17,5768,MACR,M,H
