Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time
08-Dec-2015,12:41:48.623,3FEF F99F,55,6E,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,12:51:08.432,D1D9 1723,A3,7F,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:00:26.403,334B 2D34,D7,8A,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:08:34.276,228C 8A82,C3,F0,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:13:18.788,66CC AAAA,CB,C0,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:13:20.785,334B 2D34,E1,92,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:13:26.781,334B 2D34,DF,9B,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:23:44.250,334B 2D34,D0,8F,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:23:51.577,334B 2D66,CE,93,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:23:52.564,334B 2D66,CF,92,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:23:53.549,334B 2D66,D4,87,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:23:55.515,334B 2D66,CF,99,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:23:56.498,334B 2D66,CA,B2,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:23:57.483,334B 2D66,D3,88,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:23:58.467,334B 2D66,CA,A9,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:23:59.451,334B 2D66,D0,8C,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:24:00.432,334B 2D66,D0,8F,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:25:05.281,33C0 0000,D3,86,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:25:06.265,334B 2D66,D5,86,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:25:18.603,334B 2D7F,DA,8A,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:25:19.592,334B 2D66,D2,8E,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:25:20.577,334B 2D66,D4,87,Unit2,08-Dec-2015,12:41:48.014
08-Dec-2015,13:25:38.860,334B 2D66,D6,88,Unit2,08-Dec-2015,12:41:48.014
