Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Unit,Session_date,Session_time
10-Feb-2016,17:29:01.317,BE57 7EFF,9F,C5,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,17:33:06.772,7DBB 40FA,8A,58,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,17:35:31.708,4102 0003,CB,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,17:46:15.940,0804 210A,C3,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,17:51:03.901,0400 0321,C3,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,17:51:29.650,0000 0084,C5,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,18:02:24.572,48C0 0000,C3,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,18:17:00.285,0800 0200,C4,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,18:23:49.092,2008 6020,C3,F6,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,18:30:50.122,C206 4301,C7,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,18:52:37.974,0400 C004,C6,FA,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,18:56:35.273,0448 4022,C5,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,18:57:41.441,2A15 19A0,C6,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,18:58:09.975,020A 0290,C5,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,19:16:41.956,4012 008C,C7,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,19:17:34.555,0001 0446,C6,F8,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,19:21:39.729,0091 8222,C4,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,19:22:31.379,1069 A030,C6,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,19:23:38.104,6200 0888,C6,FF,Unit1,10-Feb-2016,17:29:00.638
10-Feb-2016,19:27:29.495,A040 0400,C9,FA,Unit1,10-Feb-2016,17:29:00.638
